Application_ID,Applicant_Name,Email,Phone_Number,CNIC,Age,Gender,University,Degree,CGPA,Experience_Years,Skills,City,IP_Address,Device_ID,Submission_Date,Submission_Time,Submission_Duration,Resume_Uploaded,Email_Verified,Phone_Verified,Internship_Position,Is_Injected_Anomaly
APP0088,Christopher Bass,christopher.bass398@gmail.com,344016809,13416-6349877-9,23,Male,Government College University Faisalabad,BBA,2.3,3,"Figma, JavaScript, Machine Learning, Power BI",Faisalabad,169.123.136.137,DEV-37C9H42M44,5/18/2026,2:20:36,422,Yes,Yes,Yes,Data Analytics Intern,0
APP0089,Lisa Archer,lisa.archer721@gmail.com,353384080,83807-4158036-7,24,Male,GC University Lahore,BS Information Technology,2.35,0.7,"Python, C++, Java",Lahore,85.103.66.88,DEV-Z74LAV7144,5/8/2026,1:00:39,562,Yes,Yes,Yes,Business Analyst Intern,0
APP0090,Aimee Montoya,aimee.montoya310@gmail.com,304341145,30644-8329435-7,25,Male,NED University Karachi,BS Artificial Intelligence,2.58,1.8,"Scikit-learn, HTML/CSS, Figma",Islamabad,46.0.200.218,DEV-98BV78HU7F,5/8/2026,13:18:09,423,Yes,Yes,Yes,Machine Learning Intern,1
APP0091,Matthew Mcmillan,matthew.mcmillan842@gmail.com,358493206,11493-5449526-3,23,Other,University of the Punjab,BS Artificial Intelligence,2.64,0.3,"SQL, Scikit-learn",Peshawar,188.214.85.227,DEV-O5MN32U1IQ,5/4/2026,5:51:26,481,Yes,Yes,Yes,Business Analyst Intern,0
APP0092,Brian Rodriguez,brian.rodriguez175@gmail.com,363699529,19830-2562037-5,27,Other,University of Sargodha,MSc IT,3.8,0.5,"Machine Learning, SQL, Power BI, Pandas, Deep Learning",Faisalabad,105.135.144.77,DEV-IBU4FMPKXV,5/20/2026,9:16:33,279,Yes,Yes,Yes,Machine Learning Intern,0
APP0093,Denise Jacobs,denise.jacobs485@gmail.com,316173311,62096-8901136-7,24,Male,University of Agriculture Faisalabad,MSc IT,2.51,2.7,"Machine Learning, Statistics, SQL, React",Peshawar,120.134.115.215,DEV-JC1YDMT8VT,6/7/2026,14:01:21,1018,Yes,No,Yes,Software QA Intern,0
APP0094,Christina Walters,christina.walters587@gmail.com,338990355,49171-2324645-6,20,Other,Bahauddin Zakariya University,BS Software Engineering,2.4,2.3,"Machine Learning, Deep Learning, Figma",Islamabad,11.216.40.253,DEV-YH3FVL03DU,6/23/2026,14:22:46,513,Yes,Yes,No,Data Analytics Intern,0
APP0095,John Whitehead,john.whitehead806@gmail.com,399767135,64997-2887752-6,22,Male,Bahauddin Zakariya University,BS Computer Science,3.77,1.7,"HTML/CSS, Node.js",Sargodha,106.135.196.168,DEV-RVBJFVYB6L,5/24/2026,1:35:59,230,Yes,No,No,Data Analytics Intern,0
APP0096,Anna Henderson,anna.henderson346@gmail.com,346216863,46745-9248001-1,23,Male,UET Lahore,BS Statistics,3.52,1,"Git, Excel, Deep Learning, Statistics, Node.js",Rawalpindi,190.248.191.211,DEV-C2CZO2SUG5,5/20/2026,11:43:38,1037,Yes,Yes,Yes,Business Analyst Intern,0
APP0097,Aaron Wise,aaron.wise722@gmail.com,335596579,58280-8788293-8,26,Other,Government College University Faisalabad,BS Computer Science,3.36,0.7,"Git, Statistics, Machine Learning, Java, NumPy",Sargodha,184.197.62.3,DEV-AB42HHIHXS,5/1/2026,20:44:01,665,Yes,Yes,Yes,Data Analytics Intern,1
APP0098,Deborah Figueroa,deborah.figueroa230@gmail.com,346124763,94245-5620085-6,26,Female,GC University Lahore,BBA,2.57,0.9,"Figma, Power BI, Python, C++, NumPy",Sialkot,166.144.152.176,DEV-DC9X5JZ6KF,5/24/2026,7:56:39,1101,Yes,No,No,Data Science Intern,0
APP0099,Jessica Smith,jessica.smith677@gmail.com,353347627,13336-9344531-4,24,Female,Punjab University College of IT,MSc IT,3.45,1.7,"Pandas, JavaScript, Node.js",Bahawalpur,166.74.143.24,DEV-VV7PGF7MVQ,5/26/2026,15:56:43,15,No,No,No,UI/UX Intern,1
APP0100,Stephen Mckee,stephen.mckee431@gmail.com,357235796,44152-5933359-7,21,Female,University of Sargodha,BS Computer Science,3,0.6,"Scikit-learn, C++",Multan,106.27.77.36,DEV-9M969F5GCL,5/18/2026,4:01:49,500,Yes,Yes,Yes,Frontend Developer Intern,0
APP0101,Sandra Aguilar,sandra.aguilar591@gmail.com,329213740,21539-3171071-9,26,Other,Punjab University College of IT,MSc IT,2.93,1.4,"SQL, Node.js",Faisalabad,188.191.7.229,DEV-L3GYWIYMEN,6/27/2026,3:42:07,493,Yes,Yes,Yes,UI/UX Intern,0
APP0102,Cameron Parker,cameron.parker467@gmail.com,389793234,54280-8275695-2,62,Female,COMSATS University Islamabad,BS Data Science,2.48,2.7,"Python, JavaScript, Figma, Tableau, Deep Learning",Hyderabad,6.86.63.94,DEV-Z2NX1WVBD4,5/5/2026,16:23:44,886,Yes,Yes,Yes,UI/UX Intern,1
APP0103,Rebecca Valencia,rebecca.valencia486@gmail.com,324447632,99881-1156104-4,26,Other,University of the Punjab,BBA,3.26,2.1,"Power BI, C++, Git, HTML/CSS, Node.js",Karachi,128.101.102.200,DEV-JSHZKBRH7L,5/1/2026,6:22:48,193,Yes,No,No,Software QA Intern,0
APP0104,Christine Wright,christine.wright153@gmail.com,319584991,19836-2699372-4,23,Female,UET Lahore,BBA,2.99,0.3,"SQL, HTML/CSS, NumPy",Bahawalpur,81.218.59.25,DEV-46AEXL68J0,6/6/2026,4:16:21,1014,Yes,Yes,Yes,Software QA Intern,0
APP0105,Richard Henson,richard.henson279@gmail.com,369023619,65278-3798082-1,22,Other,NED University Karachi,BS Information Technology,3.87,2.5,"Data Visualization, Figma",Peshawar,206.224.92.157,DEV-NMBY49E7EO,5/5/2026,11:07:23,244,Yes,Yes,Yes,Backend Developer Intern,0
APP0106,Marc Moore,marc.moore979@gmail.com,359709047,78564-2597897-6,23,Female,COMSATS University Islamabad,MSc IT,2.45,2.5,"Python, Machine Learning",Sialkot,218.240.253.223,DEV-F1LLKSTN3C,6/13/2026,3:02:06,1000,Yes,Yes,Yes,Business Analyst Intern,0
APP0107,Sharon Cherry,sharon.cherry122@gmail.com,371298116,23453-7768594-6,20,Other,Virtual University of Pakistan,BS Information Technology,3.6,2.4,"C++, Node.js, Deep Learning, Statistics",Sargodha,94.27.114.217,DEV-QUWRXZE1HM,5/29/2026,8:22:15,740,Yes,Yes,Yes,Frontend Developer Intern,0
APP0108,Sierra Johnson,john.whitehead806@gmail.com,327865417,24019-5266266-9,23,Male,University of the Punjab,MSc IT,2.57,2.5,"Pandas, Power BI, Data Visualization",Lahore,163.63.230.118,DEV-X8ERTB74RS,5/18/2026,4:54:41,888,Yes,Yes,Yes,Data Science Intern,1
APP0109,Evelyn Galvan,evelyn.galvan674@gmail.com,396399642,76074-7453568-6,23,Female,Punjab University College of IT,BS Artificial Intelligence,3.85,1.4,"Tableau, Data Visualization, C++",Multan,216.160.111.52,DEV-HZY7EZ9GTW,5/12/2026,4:54:49,959,Yes,Yes,Yes,Data Science Intern,0
APP0110,Sharon Cochran,sharon.cochran691@gmail.com,385797075,65363-1214253-8,21,Male,Punjab University College of IT,BS Software Engineering,2.29,0.2,"Machine Learning, HTML/CSS, React, Tableau",Lahore,177.151.104.193,DEV-TMQWYUIXNS,5/28/2026,22:14:47,889,Yes,No,Yes,Business Analyst Intern,0
APP0111,Richard Rodriguez,richard.rodriguez990@gmail.com,381902651,11699-5216804-3,27,Male,Government College University Faisalabad,BS Artificial Intelligence,3.48,1.6,"Deep Learning, HTML/CSS, Statistics",Islamabad,175.38.95.247,DEV-GSNPUEVJLZ,5/16/2026,0:43:24,220,Yes,Yes,Yes,UI/UX Intern,0
APP0112,Shannon Walker,shannon.walker503@gmail.com,397007679,19552-6332789-8,23,Male,Virtual University of Pakistan,BS Computer Science,3.54,0.5,"Excel, NumPy, JavaScript, Deep Learning, Pandas",Sargodha,93.150.111.244,DEV-1T939AYQ6W,5/24/2026,16:09:30,1161,Yes,No,Yes,Machine Learning Intern,0
APP0113,Julia Torres,julia.torres396@gmail.com,345745083,13238-9671603-5,27,Female,University of Sargodha,BBA,3.73,12,"Power BI, Machine Learning",Sialkot,137.3.33.54,DEV-Y15PDTZ91X,5/8/2026,0:03:10,944,Yes,Yes,Yes,Data Analytics Intern,1
APP0114,Crystal Johnson,crystal.johnson90@gmail.com,311910467,33329-5226314-8,21,Other,Islamia University Bahawalpur,BS Data Science,3.75,1.2,"Scikit-learn, Data Visualization, Pandas, Python, Git",Bahawalpur,31.3.32.194,DEV-0B4MSKYVK7,6/7/2026,0:45:28,584,Yes,Yes,Yes,Backend Developer Intern,0
APP0115,Garrett Lin,garrett.lin140@gmail.com,365948917,93105-3417186-4,25,Male,Virtual University of Pakistan,BS Software Engineering,2.41,0,"Node.js, Git, Excel, HTML/CSS, Deep Learning",Hyderabad,190.176.108.106,DEV-64FGWJEYUB,6/23/2026,6:54:56,652,Yes,Yes,Yes,UI/UX Intern,0
APP0116,Diana May,diana.may101@gmail.com,339173698,53365-6991787-2,23,Male,UET Lahore,BS Computer Science,3.73,1,"Pandas, HTML/CSS, Tableau, NumPy, Git",Rawalpindi,44.2.160.64,DEV-2ZXJMYLRQ1,6/17/2026,6:43:32,744,Yes,Yes,Yes,UI/UX Intern,0
APP0117,William Herrera,william.herrera880@gmail.com,324295580,44502-2282825-1,20,Other,University of Agriculture Faisalabad,BS Information Technology,3.58,1.7,"SQL, Node.js, React",Sialkot,139.241.76.94,DEV-O6V4ESDNAI,6/29/2026,14:48:27,880,Yes,Yes,Yes,Frontend Developer Intern,0
APP0118,Ashley Waller,ashley.waller580@gmail.com,304147112,73373-7019590-0,23,Female,FAST-NUCES,BS Computer Science,2.65,0.7,"C++, NumPy, Scikit-learn",Peshawar,207.228.165.26,DEV-O36JWBWNUH,6/10/2026,17:57:43,8,No,No,No,Backend Developer Intern,1
APP0119,Victor Baker,victor.baker529@gmail.com,366920646,55224-9168181-7,20,Other,Government College University Faisalabad,BS Software Engineering,2.95,0.7,"Deep Learning, Tableau, Machine Learning, Node.js",Sargodha,155.60.117.107,DEV-3ZRRHF4ABU,5/16/2026,15:27:29,317,Yes,Yes,Yes,Data Analytics Intern,0
APP0120,Jeffrey Chandler,jeffrey.chandler171@gmail.com,344020528,77717-7802428-9,20,Other,NED University Karachi,BBA,3.81,0.6,"Java, Machine Learning, JavaScript, Data Visualization, Tableau",Gujranwala,211.93.135.43,DEV-0MQVINDH4S,6/10/2026,18:11:35,1026,Yes,Yes,Yes,Data Analytics Intern,0
APP0121,Larry Dixon,larry.dixon899@gmail.com,389444462,25403-2563468-7,22,Other,Virtual University of Pakistan,BS Information Technology,3.72,2.3,"C++, Data Visualization, NumPy, SQL, Figma",Faisalabad,206.246.195.90,DEV-V01ZDERI4K,6/22/2026,18:59:06,598,Yes,Yes,Yes,Data Analytics Intern,0
APP0122,Kenneth Scott,kenneth.scott592@gmail.com,382976835,78126-1120696-6,23,Other,University of Sindh,BS Artificial Intelligence,2.9,0.3,"Figma, React, Git, Data Visualization, NumPy",Gujranwala,71.203.104.106,DEV-TUGUR9U1OE,5/12/2026,13:29:23,945,Yes,Yes,No,Machine Learning Intern,0
APP0123,April Frost,april.frost220@gmail.com,387720296,54359-1873301-2,26,Other,University of Sargodha,BS Computer Science,3.6,1.4,"Excel, Git, React, JavaScript, NumPy",Karachi,156.19.196.239,DEV-9WSZV83XPH,6/20/2026,7:23:04,472,Yes,Yes,Yes,Backend Developer Intern,0
APP0124,Michelle Harmon,michelle.harmon630@gmail.com,321605005,57151-5014060-0,22,Male,UET Lahore,MSc IT,2.8,1.2,"C++, Python, Excel",Karachi,141.145.178.89,DEV-8JVH7UJODC,5/29/2026,13:39:23,528,No,Yes,No,UI/UX Intern,0
APP0125,Helen Jones,helen.jones711@gmail.com,377326357,83815-9113963-3,25,Female,University of Agriculture Faisalabad,BS Statistics,3.72,2.6,"Power BI, React, Excel, Scikit-learn, JavaScript",Bahawalpur,180.117.161.106,DEV-8SA3IDY3C7,6/16/2026,6:27:16,501,Yes,No,Yes,Backend Developer Intern,0
APP0126,Erin Edwards,erin.edwards511@gmail.com,334940319,41726-5452763-3,23,Male,Islamia University Bahawalpur,BS Data Science,3.62,1.1,"Power BI, Excel",Bahawalpur,170.252.3.196,DEV-484NL65UJG,6/19/2026,15:01:39,466,Yes,Yes,Yes,Data Science Intern,0
APP0127,Michelle Evans,michelle.evans490@gmail.com,381546310,75860-6826541-6,22,Female,University of the Punjab,BS Statistics,2.74,0,"Scikit-learn, Figma, Power BI",Sargodha,93.132.95.141,DEV-JJ8MGPP1NO,6/13/2026,18:16:28,364,Yes,No,Yes,Machine Learning Intern,0
APP0128,Jason Powell,jason.powell739@gmail.com,344956154,82789-8251427-6,23,Male,University of Sindh,BS Software Engineering,3,0,"Java, Tableau, C++, Pandas, Git",Multan,65.24.203.26,DEV-YC3RWQMMU7,5/26/2026,0:31:08,532,Yes,Yes,No,Backend Developer Intern,0
APP0129,Cameron Fisher,cameron.fisher591@gmail.com,393928275,47304-6957741-5,27,Other,GC University Lahore,BS Computer Science,2.85,0.9,"Machine Learning, Pandas, Data Visualization",Bahawalpur,157.207.36.21,DEV-FILKJXJQ5N,6/26/2026,23:37:19,713,No,Yes,Yes,Data Analytics Intern,0
APP0130,Megan Orr,megan.orr129@gmail.com,335221936,20494-4532803-2,26,Male,University of the Punjab,BS Computer Science,3.79,1.4,"Python, Scikit-learn",Sialkot,196.42.53.68,DEV-WD7OI0PESG,5/4/2026,9:55:01,859,Yes,No,No,Software QA Intern,0
APP0131,Elizabeth Kelley,elizabeth.kelley999@gmail.com,385570355,81898-8463259-2,22,Other,Bahauddin Zakariya University,BS Statistics,3.27,1.9,"C++, Node.js, HTML/CSS, NumPy, Java",Sialkot,59.45.226.79,DEV-NJKA34MQA7,6/16/2026,7:38:48,486,Yes,Yes,Yes,Backend Developer Intern,0
APP0132,Dustin Jordan,dustin.jordan816@gmail.com,307268704,34716-7907781-8,26,Female,FAST-NUCES,BS Software Engineering,3.42,1.9,"JavaScript, React, Excel, Data Visualization, Git",Sialkot,196.139.145.167,DEV-03O4GKWWJW,5/19/2026,5:34:52,508,Yes,Yes,Yes,Frontend Developer Intern,0
APP0133,Mary Marshall,mary.marshall996@gmail.com,315733096,45283-3097809-7,20,Male,University of the Punjab,BS Software Engineering,2.23,0.7,"HTML/CSS, Java, NumPy, Statistics, SQL",Sargodha,21.74.28.69,DEV-1CQG433E1I,6/13/2026,0:10:25,433,Yes,Yes,Yes,Machine Learning Intern,0
APP0134,Daniel Kennedy,daniel.kennedy534@gmail.com,338932696,61003-6236326-5,22,Other,NED University Karachi,BS Information Technology,3.47,1.6,"React, Java",Bahawalpur,77.101.184.228,DEV-BY9IPA2VOI,5/5/2026,1:51:05,775,Yes,Yes,Yes,Business Analyst Intern,0
APP0135,Rebecca Jackson,rebecca.jackson790@gmail.com,315172867,30669-9387252-1,25,Other,University of Sargodha,BS Information Technology,2.8,0.5,"Tableau, Java",Faisalabad,82.177.224.188,DEV-GYME6RPKZG,5/19/2026,2:52:18,736,Yes,Yes,Yes,Frontend Developer Intern,0
APP0136,Jose Schultz,jose.schultz71@gmail.com,383600895,68901-5960564-4,25,Female,University of Sargodha,MSc IT,3.45,2.6,"Git, JavaScript, Pandas, Excel",Bahawalpur,138.198.97.135,DEV-Y1FKOLDXB7,5/18/2026,8:15:30,1074,Yes,Yes,Yes,Data Analytics Intern,0
APP0137,Robert Potter,robert.potter585@gmail.com,369219319,78920-5293936-0,25,Male,Bahauddin Zakariya University,BS Computer Science,2.22,2.8,"Excel, Statistics, SQL, NumPy, Data Visualization",Sargodha,204.29.136.136,DEV-BCK88D0TGS,5/25/2026,3:39:35,763,Yes,Yes,Yes,Data Science Intern,0
APP0138,Courtney Gonzalez,courtney.gonzalez765@gmail.com,317005628,98407-8696054-6,21,Male,University of Sindh,BS Software Engineering,3.13,1.5,"Node.js, Statistics, NumPy",Sargodha,141.166.190.106,DEV-1P0VUH17J8,6/13/2026,10:45:00,1162,Yes,Yes,No,Data Analytics Intern,0
APP0139,David Alvarez,david.alvarez531@gmail.com,326064062,10860-6038767-3,23,Female,University of Sargodha,BBA,3.76,1.5,"Power BI, SQL, Statistics",Sargodha,40.70.135.94,DEV-6IJKUUHCLR,6/17/2026,9:45:59,1025,Yes,Yes,No,Machine Learning Intern,0
APP0140,Angel Perry,angel.perry610@gmail.com,341626991,85534-7401281-1,20,Female,COMSATS University Islamabad,MSc IT,2.91,2.6,"Git, Python, Scikit-learn",Lahore,79.21.163.139,DEV-ULZFY981UD,6/11/2026,22:28:59,476,Yes,Yes,Yes,Software QA Intern,0
APP0141,Cheyenne Horton,cheyenne.horton586@gmail.com,307697318,44413-2427388-6,26,Other,LUMS,BS Software Engineering,3.02,25,"Figma, Deep Learning, Node.js, C++, JavaScript",Faisalabad,19.136.220.83,DEV-YUEONGMX1G,6/3/2026,22:53:53,811,Yes,Yes,Yes,Software QA Intern,1
APP0142,David Douglas Jr.,david.douglas.jr.46@gmail.com,334350161,99831-7271672-2,21,Male,NED University Karachi,BS Information Technology,2.61,1.9,"HTML/CSS, Python, Pandas",Hyderabad,206.56.156.116,DEV-QL0HT1TW9Z,5/2/2026,18:50:54,565,Yes,Yes,Yes,Frontend Developer Intern,0
APP0143,Patricia Rodriguez,patricia.rodriguez62@gmail.com,344367121,90997-5551347-0,27,Other,University of Sargodha,BS Computer Science,2.86,0.8,"Power BI, Python, HTML/CSS, Scikit-learn",Faisalabad,98.50.161.125,DEV-5TGSQ7AITM,6/8/2026,4:41:16,942,Yes,Yes,Yes,UI/UX Intern,0
APP0144,Christopher Rubio,christopher.rubio242@gmail.com,385628469,18127-5323142-6,20,Other,UET Lahore,BS Data Science,2.46,2.7,"Excel, Scikit-learn, C++",Bahawalpur,165.43.24.202,DEV-UPLVQEXUYH,5/14/2026,9:49:07,496,Yes,No,No,Data Science Intern,1
APP0145,Amber Wright,amber.wright931@gmail.com,323651604,51614-2137730-8,21,Male,COMSATS University Islamabad,BS Software Engineering,3.44,2.3,"Data Visualization, HTML/CSS, Statistics, React, Tableau",Faisalabad,28.67.94.7,DEV-1WJUIIYMYR,6/18/2026,18:30:04,1046,Yes,Yes,Yes,Data Science Intern,0
APP0146,Joyce Solis,joyce.solis504@gmail.com,373307080,31467-4242361-3,20,Female,University of Sindh,BS Information Technology,3.77,2.9,"Deep Learning, Git, Excel",Islamabad,113.250.166.222,DEV-QIOB0NLW0V,6/20/2026,23:52:33,836,Yes,Yes,Yes,Software QA Intern,0
APP0147,Victoria Larson,victoria.larson468@gmail.com,305122525,77987-7637254-0,26,Other,University of Sindh,BS Information Technology,2.52,1.3,"HTML/CSS, Statistics, Machine Learning, Data Visualization",Multan,157.27.72.119,DEV-3Q0E27ZEOQ,5/18/2026,8:49:02,644,Yes,Yes,Yes,Software QA Intern,0
APP0148,Stephanie Salazar,stephanie.salazar93@gmail.com,346437072,95010-3751363-1,21,Male,NED University Karachi,BS Statistics,3.28,0.3,"C++, Machine Learning, Scikit-learn, Node.js, SQL",Islamabad,207.228.165.26,DEV-O36JWBWNUH,6/10/2026,17:57:18,10,Yes,No,No,Software QA Intern,1
APP0149,Kathy Rivas,kathy.rivas557@gmail.com,309278999,41179-4638539-9,27,Female,Punjab University College of IT,BS Statistics,2.33,1.8,"Node.js, React, Git",Faisalabad,13.94.75.15,DEV-XB4Y4K7BPG,5/28/2026,14:39:16,805,Yes,Yes,Yes,Frontend Developer Intern,0
APP0150,Stephanie Manning,stephanie.manning990@gmail.com,377042962,14697-2562399-4,25,Female,Government College University Faisalabad,MSc IT,3.59,2.3,"HTML/CSS, Java",Islamabad,32.140.168.135,DEV-OHHCU9TD0V,5/28/2026,21:11:41,617,Yes,Yes,Yes,Business Analyst Intern,0
APP0151,David Wright,david.wright950@gmail.com,329328158,78118-9350710-7,22,Other,FAST-NUCES,BBA,3.86,0,"Statistics, Power BI",Hyderabad,74.31.120.230,DEV-BM3HXYJCKT,5/1/2026,14:17:12,296,Yes,Yes,Yes,Data Analytics Intern,1
APP0152,Pamela Boyd,pamela.boyd853@gmail.com,324255041,53321-6669639-7,27,Male,University of Agriculture Faisalabad,BS Software Engineering,3.02,1.9,"Statistics, Data Visualization, SQL, C++",Multan,184.197.62.3,DEV-UL62CF4MNT,5/17/2026,2:44:12,764,Yes,Yes,Yes,UI/UX Intern,1
APP0153,Denise Jones,denise.jones723@gmail.com,351530633,45585-7943579-1,27,Male,COMSATS University Islamabad,BS Statistics,3.61,0.9,"Machine Learning, Power BI, NumPy, SQL",Faisalabad,24.227.12.205,DEV-RSG70S1F53,6/20/2026,2:42:31,872,No,Yes,Yes,Data Science Intern,0
APP0154,Devon Flores,devon.flores731@gmail.com,382943405,10538-6217400-0,21,Female,GC University Lahore,BS Information Technology,2.38,2.3,"Python, Figma, HTML/CSS, Deep Learning",Sargodha,52.98.146.71,DEV-T1YJFE8UDT,6/23/2026,8:06:53,506,Yes,No,No,Backend Developer Intern,0
APP0155,Brenda Hall,brenda.hall176@gmail.com,316224048,90381-6683095-8,27,Male,LUMS,BS Information Technology,3,2,"Scikit-learn, SQL",Karachi,110.200.91.181,DEV-VV4ZWL3ZYT,6/15/2026,5:08:55,761,Yes,Yes,No,Software QA Intern,0
APP0156,Michelle Brown,michelle.brown100@gmail.com,376207508,99715-8808058-7,23,Male,LUMS,BBA,3.75,1.2,"Pandas, Statistics, Java, Python",Karachi,122.57.179.123,DEV-QG1VED32LX,5/30/2026,7:59:10,725,Yes,Yes,Yes,Backend Developer Intern,0
APP0157,Joshua Perry,joshua.perry562@gmail.com,329092903,60307-2108301-5,23,Other,Bahauddin Zakariya University,MSc IT,3.53,1.3,"Node.js, JavaScript, Machine Learning, Excel",Hyderabad,183.249.58.152,DEV-VLDQLOVYV3,6/1/2026,18:54:59,686,Yes,Yes,Yes,Frontend Developer Intern,0
APP0158,Jason Stein,jason.stein909@gmail.com,391003092,29231-3503436-7,24,Female,Bahauddin Zakariya University,BS Statistics,2.53,2,"HTML/CSS, Figma, Git, Data Visualization",Hyderabad,89.45.4.157,DEV-9OEKNTBZ3M,5/28/2026,9:35:42,1066,Yes,Yes,Yes,Business Analyst Intern,0
APP0159,Melissa Gates,melissa.gates729@gmail.com,367812097,60012-8301277-8,23,Other,LUMS,BS Statistics,2.44,1.7,"Data Visualization, Tableau, HTML/CSS, Figma",Islamabad,3.36.8.37,DEV-ZRP9DXOQ2V,6/11/2026,7:57:45,818,Yes,Yes,Yes,Software QA Intern,0
APP0160,Jamie Smith,jamie.smith394@gmail.com,354787304,34352-8126489-9,20,Other,GC University Lahore,BS Data Science,3.41,0.8,"SQL, Git, Java, NumPy",Karachi,149.246.40.37,DEV-0S41KSSVIW,5/8/2026,13:56:38,880,Yes,Yes,Yes,Data Analytics Intern,0
APP0161,Paul Castaneda,paul.castaneda926@gmail.com,359976368,11413-8866313-7,27,Other,NED University Karachi,BS Artificial Intelligence,2.92,2.9,"HTML/CSS, Machine Learning, SQL, Git",Hyderabad,201.133.31.162,DEV-RGB93WKCS4,5/27/2026,23:26:04,438,Yes,Yes,No,Data Analytics Intern,0
APP0162,Jennifer Adkins,jennifer.adkins760@gmail.com,313929534,87564-3535634-7,25,Male,UET Lahore,BS Data Science,3.02,2.4,"Pandas, Excel",Islamabad,153.78.253.193,DEV-91IPWH0MX1,5/12/2026,6:17:11,233,Yes,Yes,Yes,Backend Developer Intern,0
APP0163,Lindsey Walker,lindsey.walker389@gmail.com,368962291,44422-3435210-8,26,Male,UET Lahore,BS Statistics,2.85,0.9,"Power BI, Node.js",Bahawalpur,91.221.139.86,DEV-J2JVQYIY1S,5/18/2026,11:14:10,500,Yes,Yes,No,Data Analytics Intern,0
APP0164,Jeffrey Johnson,jeffrey.johnson422@gmail.com,319812472,23619-8481668-5,23,Other,UET Lahore,BBA,2.53,0.1,"SQL, Deep Learning",Gujranwala,164.62.61.23,DEV-4EX6U86ZJQ,5/8/2026,8:25:36,834,Yes,No,Yes,Business Analyst Intern,0
APP0165,Michael Powell,michael.powell264@gmail.com,322241464,46344-2046686-6,26,Female,University of Sargodha,BBA,3.82,0.8,"Excel, Java, Deep Learning, Scikit-learn, Machine Learning",Bahawalpur,126.55.73.139,DEV-1HX6ZDCUJQ,6/18/2026,7:43:41,332,Yes,Yes,Yes,Data Science Intern,0
APP0166,John Anderson,john.anderson273@gmail.com,326533643,61292-1062138-8,27,Female,Punjab University College of IT,MSc IT,3.63,2.3,"Node.js, JavaScript",Lahore,99.246.62.146,DEV-T9MKB9XN4M,6/14/2026,15:02:14,958,Yes,Yes,Yes,Data Analytics Intern,0
APP0167,Alyssa Long,alyssa.long991@gmail.com,364204501,49173-7544871-1,25,Female,University of the Punjab,BS Statistics,3.45,0.4,"Python, Figma, JavaScript",Peshawar,74.31.120.230,DEV-T4Q9BC2BE3,6/20/2026,18:57:25,649,No,No,Yes,Backend Developer Intern,1
APP0168,Alyssa Day,alyssa.day948@gmail.com,311618704,28558-9202292-0,27,Other,University of Sargodha,BS Data Science,3.39,0.4,"SQL, HTML/CSS, Power BI",Peshawar,50.161.158.105,DEV-3EVWCHM40O,5/12/2026,17:29:24,1179,Yes,Yes,Yes,Backend Developer Intern,1
APP0169,Joel Williams,joel.williams783@gmail.com,303909968,53975-2060687-1,24,Male,University of Sindh,MSc IT,2.49,1.1,"Statistics, JavaScript, SQL",Islamabad,26.192.80.5,DEV-5CA7ZVKY2R,5/13/2026,7:40:50,391,Yes,Yes,Yes,Backend Developer Intern,0
APP0170,Daniel Murphy,daniel.murphy961@gmail.com,321631179,88154-4019906-7,21,Other,Islamia University Bahawalpur,BBA,4.2,0,"Deep Learning, Power BI, C++",Karachi,159.185.112.119,DEV-1XJG2Y8RGY,5/5/2026,4:27:59,235,Yes,Yes,Yes,Business Analyst Intern,1
APP0171,Jamie Walton,jamie.walton632@gmail.com,371726746,23686-1880075-8,22,Male,University of Sindh,BS Information Technology,3.02,0.3,"Statistics, Figma, Pandas",Rawalpindi,51.166.117.200,DEV-DIIOH6CVBP,5/21/2026,23:42:04,1130,Yes,Yes,Yes,Software QA Intern,0
APP0172,Darlene Miller,darlene.miller738@gmail.com,337016144,45349-4392535-5,22,Male,NED University Karachi,BS Information Technology,2.68,0.3,"Statistics, Data Visualization, Machine Learning, Pandas, JavaScript",Multan,155.80.87.148,DEV-84D4R9V4K0,5/24/2026,22:44:45,433,Yes,Yes,No,Frontend Developer Intern,0
APP0173,Joshua Cooke,joshua.cooke936@gmail.com,391085187,64758-1741958-0,27,Other,University of Sindh,BS Information Technology,2.92,1.2,"Statistics, Java",Faisalabad,22.6.208.244,DEV-HMI9AYFQUV,6/14/2026,3:51:21,654,Yes,No,Yes,Business Analyst Intern,0
APP0174,Matthew Harrington,matthew.harrington642@gmail.com,371022878,92222-2186125-6,25,Other,University of Sargodha,BBA,2.92,0.8,"Excel, Pandas, SQL",Sialkot,173.186.26.29,DEV-NQBNXZU1EM,6/22/2026,9:26:16,296,Yes,Yes,Yes,Backend Developer Intern,0
APP0175,Nicole Herring,nicole.herring772@gmail.com,336376490,56230-5485520-8,26,Female,University of Sargodha,BS Computer Science,2.83,1.4,"Java, Node.js",Bahawalpur,212.149.231.159,DEV-NYY95G5DOG,5/8/2026,11:18:00,291,Yes,Yes,Yes,Frontend Developer Intern,0
APP0176,Alex Hernandez,alex.hernandez896@gmail.com,339735688,92218-1380679-4,26,Other,Virtual University of Pakistan,BS Software Engineering,3.01,15,"HTML/CSS, Deep Learning",Karachi,6.118.171.106,DEV-UX2RXTTQU6,5/30/2026,18:11:06,355,Yes,Yes,Yes,UI/UX Intern,1
